stage,date,distance,origin,destination,type,flat_cobblestone,flat,half,high_mountain,hilly,individual_time_trial,intermediate,medium_mountain,mountain,mountain_time,plain,plain_with_cobble,stage_with_mountain,team_time_trial,transition,winner,winner_country,year,country_code,stage_2
6,7/8/1982,233,Lille,Lille,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jan Raas,NED,1982,24,6
7,7/10/1982,235,Cancale,Concarneau,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pol Verschuere,BEL,1982,3,7
8,7/11/1982,201,Concarneau,Châteaulin,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Frank Hoste,BEL,1982,3,8
10,7/13/1982,147,Saintes,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pierre-Raymond Villemiane,FRA,1982,11,10
11,7/14/1982,57,Valence d'Agen,Valence d'Agen,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Gerrie Knetemann,NED,1982,24,11
12,7/15/1982,249,Fleurance,Pau,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sean Kelly,IRE,1982,16,12
13,7/16/1982,122,Pau,Saint-Lary-Soulan Pla d'Adet,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Beat Breu,SUI,1982,31,13
14,7/18/1982,33,Martigues,Martigues,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bernard Hinault,FRA,1982,11,14
15,7/19/1982,208,Manosque,Orcières-Merlette,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Pascal Simon,FRA,1982,11,15
16,7/20/1982,123,Orcières-Merlette,Alpe d'Huez,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Beat Breu,SUI,1982,31,16
17,7/21/1982,251,Le Bourg-d'Oisans,Morzine,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Peter Winnen,NED,1982,24,17
18,7/22/1982,233,Morzine,Saint-Priest,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Adrie van Houwelingen,NED,1982,24,18
19,7/23/1982,48,Saint-Priest,Saint-Priest,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bernard Hinault,FRA,1982,11,19
20,7/24/1982,161,Sens,Aulnay-sous-Bois,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Daniel Willems,BEL,1982,3,20
21,7/25/1982,187,Fontenay-sous-Bois,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bernard Hinault,FRA,1982,11,21
1,7/2/1983,163,Nogent-sur-Marne,Créteil,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Frits Pirard,NED,1983,24,1
2,7/3/1983,100,Soissons,Fontaine-au-Pire,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,COOP–Mercier–Mavic,,1983,,2
3,7/4/1983,152,Valenciennes,Roubaix,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rudy Matthijs,BEL,1983,3,3
4,7/5/1983,300,Roubaix,Le Havre,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Serge Demierre,SUI,1983,31,4
5,7/6/1983,257,Le Havre,Le Mans,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dominique Gaigne,FRA,1983,11,5
6,7/7/1983,58,Châteaubriant,Nantes,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bert Oosterbosch,NED,1983,24,6
7,7/8/1983,216,Nantes,Île d'Oléron,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Riccardo Magrini,ITA,1983,18,7
8,7/9/1983,222,La Rochelle,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bert Oosterbosch,NED,1983,24,8
9,7/10/1983,207,Bordeaux,Pau,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Philippe Chevallier,FRA,1983,11,9
10,7/11/1983,201,Pau,Bagnères-de-Luchon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Robert Millar,GBR,1983,13,10
11,7/12/1983,177,Bagnères-de-Luchon,Fleurance,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Régis Clère,FRA,1983,11,11
12,7/13/1983,261,Fleurance,Roquefort-sur-Soulzon,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Kim Andersen,DEN,1983,8,12
13,7/14/1983,210,Roquefort-sur-Soulzon,Aurillac,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Henk Lubberding,NED,1983,24,13
14,7/15/1983,149,Aurillac,Issoire,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pierre Le Bigaut,FRA,1983,11,14
15,7/16/1983,16,Clermont-Ferrand,Puy de Dôme,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Ángel Arroyo,ESP,1983,9,15
16,7/17/1983,144,Issoire,Saint-Étienne,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Michel Laurent,FRA,1983,11,16
17,7/18/1983,223,La Tour-du-Pin,Alpe d'Huez,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Peter Winnen,NED,1983,24,17
18,7/20/1983,247,Le Bourg-d'Oisans,Morzine,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jacques Michaud,FRA,1983,11,18
19,7/21/1983,15,Morzine,Avoriaz,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Lucien Van Impe,BEL,1983,3,19
20,7/22/1983,291,Morzine,Dijon,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Philippe Leleu,FRA,1983,11,20
21,7/23/1983,50,Dijon,Dijon,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Laurent Fignon,FRA,1983,11,21
22,7/24/1983,195,Alfortville,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gilbert Glaus,SUI,1983,31,22
1,6/30/1984,149,Bondy,Saint-Denis,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Frank Hoste,BEL,1984,3,1
2,7/1/1984,249,Bobigny,Louvroil,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Marc Madiot,FRA,1984,11,2
3,7/2/1984,51,Louvroil,Valenciennes,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Renault–Elf,,1984,,3
4,7/2/1984,83,Valenciennes,Béthune,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ferdi Van Den Haute,BEL,1984,3,4
5,7/3/1984,207,Béthune,Cergy-Pontoise,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Paulo Ferreira,POR,1984,27,5
6,7/4/1984,202,Cergy-Pontoise,Alençon,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Frank Hoste,BEL,1984,3,6
7,7/5/1984,67,Alençon,Le Mans,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Laurent Fignon,FRA,1984,11,7
8,7/6/1984,192,Le Mans,Nantes,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pascal Jules,FRA,1984,11,8
9,7/7/1984,338,Nantes,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jan Raas,NED,1984,24,9
10,7/8/1984,198,Langon,Pau,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eric Vanderaerden,BEL,1984,3,10
11,7/9/1984,227,Pau,Guzet-Neige,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Robert Millar,GBR,1984,13,11
12,7/10/1984,111,Saint-Girons,Blagnac,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pascal Poisson,FRA,1984,11,12
13,7/11/1984,220,Blagnac,Rodez,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pierre-Henri Menthéour,FRA,1984,11,13
14,7/12/1984,228,Rodez,Domaine du Rouret,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Fons De Wolf,BEL,1984,3,14
15,7/13/1984,241,Domaine du Rouret,Grenoble,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Frédéric Vichot,FRA,1984,11,15
16,7/15/1984,22,Les Échelles,La Ruchère,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Laurent Fignon,FRA,1984,11,16
17,7/16/1984,151,Grenoble,Alpe d'Huez,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Luis Herrera,COL,1984,6,17
18,7/17/1984,185,Le Bourg-d'Oisans,La Plagne,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Laurent Fignon,FRA,1984,11,18
19,7/18/1984,186,La Plagne,Morzine,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Ángel Arroyo,ESP,1984,9,19
20,7/19/1984,141,Morzine,Crans-Montana,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Laurent Fignon,FRA,1984,11,20
21,7/20/1984,320,Crans-Montana,Villefranche-sur-Saône,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Frank Hoste,BEL,1984,3,21
22,7/21/1984,51,Villié-Morgon,Villefranche-sur-Saône,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Laurent Fignon,FRA,1984,11,22
23,7/22/1984,197,Pantin,Paris,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eric Vanderaerden,BEL,1984,3,23
1,6/29/1985,256,Vannes,Lanester,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rudy Matthijs,BEL,1985,3,1
2,6/30/1985,242,Lorient,Vitre,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rudy Matthijs,BEL,1985,3,2
3,7/1/1985,73,Vitre,Fougères,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,La Vie Claire,,1985,,3
4,7/2/1985,239,Fougères,Pont-Audemer,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gerrit Solleveld,NED,1985,24,4
5,7/3/1985,224,Neufchâtel-en-Bray,Roubaix,Plain stage with cobblestones,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Henri Manders,NED,1985,24,5
6,7/4/1985,222,Roubaix,Reims,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Francis Castaing,FRA,1985,11,6
7,7/5/1985,217,Reims,Nancy,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ludwig Wijnants,BEL,1985,3,7
8,7/6/1985,75,Sarrebourg,Strasbourg,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bernard Hinault,FRA,1985,11,8
9,7/7/1985,174,Strasbourg,Épinal,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Maarten Ducrot,NED,1985,24,9
10,7/8/1985,204,Épinal,Pontarlier,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jørgen V. Pedersen,DEN,1985,8,10
11,7/9/1985,195,Pontarlier,Morzine Avoriaz,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Luis Herrera,COL,1985,6,11
12,7/10/1985,269,Morzine Avoriaz,Lans-en-Vercors,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fabio Parra,COL,1985,6,12
13,7/11/1985,32,Villard-de-Lans,Villard-de-Lans,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eric Vanderaerden,BEL,1985,3,13
14,7/13/1985,179,Autrans,Saint-Étienne,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Luis Herrera,COL,1985,6,14
15,7/14/1985,238,Saint-Étienne,Aurillac,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eduardo Chozas,ESP,1985,9,15
16,7/15/1985,247,Aurillac,Toulouse,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Frédéric Vichot,FRA,1985,11,16
17,7/16/1985,209,Toulouse,Luz Ardiden,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Pedro Delgado,ESP,1985,9,17
19,7/18/1985,203,Pau,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eric Vanderaerden,BEL,1985,3,19
20,7/19/1985,225,Montpon-Ménestérol,Limoges,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Johan Lammerts,NED,1985,24,20
21,7/20/1985,46,Lac de Vassivière,Lac de Vassivière,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Greg LeMond,USA,1985,36,21
22,7/21/1985,196,Orléans,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rudy Matthijs,BEL,1985,3,22
1,7/5/1986,85,Nanterre,Sceaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pol Verschuere,BEL,1986,3,1
2,7/5/1986,56,Meudon,Saint-Quentin-en-Yvelines,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Système U,,1986,,2
3,7/6/1986,214,Levallois-Perret,Liévin,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Davis Phinney,USA,1986,36,3
4,7/7/1986,243,Liévin,Évreux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pello Ruiz Cabestany,ESP,1986,9,4
5,7/8/1986,124.5,Evreux,Villers-sur-Mer,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Johan van der Velde,NED,1986,24,5
6,7/9/1986,200,Villers-sur-Mer,Cherbourg,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Guido Bontempi,ITA,1986,18,6
7,7/10/1986,201,Cherbourg,Saint-Hilaire-du-Harcouët,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ludo Peeters,BEL,1986,3,7
8,7/11/1986,204,Saint-Hilaire-du-Harcouët,Nantes,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eddy Planckaert,BEL,1986,3,8
9,7/12/1986,61.5,Nantes,Nantes,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bernard Hinault,FRA,1986,11,9
10,7/13/1986,183,Nantes,Futuroscope,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jose-Angel Sarrapio,ESP,1986,9,10
11,7/14/1986,258.3,Futuroscope,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rudy Dhaenens,BEL,1986,3,11
12,7/15/1986,217.5,Bayonne,Pau,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Pedro Delgado,ESP,1986,9,12
13,7/16/1986,186,Pau,Superbagnères,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Greg LeMond,USA,1986,36,13
14,7/17/1986,154,Superbagnères,Blagnac,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Niki Rüttimann,SUI,1986,31,14
15,7/18/1986,225.5,Carcassonne,Nîmes,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Frank Hoste,BEL,1986,3,15
16,7/19/1986,246.5,Nîmes,Gap,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jean-François Bernard,FRA,1986,11,16
17,7/20/1986,190,Gap,Serre Chevalier,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Eduardo Chozas,ESP,1986,9,17
18,7/21/1986,162.5,Briançon,Alpe d'Huez,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bernard Hinault,FRA,1986,11,18
19,7/23/1986,179.5,Villard-de-Lans,Saint-Étienne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Julián Gorospe,ESP,1986,9,19
20,7/24/1986,58,Saint-Étienne,Saint-Étienne,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bernard Hinault,FRA,1986,11,20
21,7/25/1986,190,Saint-Étienne,Puy de Dôme,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Erich Mächler,SUI,1986,31,21
22,7/26/1986,194,Clermont-Ferrand,Nevers,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Guido Bontempi,ITA,1986,18,22
23,7/27/1986,255,Cosne-sur-Loire,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Guido Bontempi,ITA,1986,18,23
1,7/2/1987,105,West Berlin,West Berlin,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nico Verhoeven,NED,1987,24,1
2,7/2/1987,41,West Berlin,West Berlin,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Carrera Jeans–Vagabond,,1987,,2
3,7/4/1987,219,Karlsruhe,Stuttgart,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Acácio da Silva,POR,1987,27,3
4,7/5/1987,79,Stuttgart,Pforzheim,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Herman Frison,BEL,1987,3,4
5,7/5/1987,112,Pforzheim,Strasbourg,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Marc Sergeant,BEL,1987,3,5
6,7/6/1987,169,Strasbourg,Épinal,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Christophe Lavainne,FRA,1987,11,6
7,7/7/1987,211,Épinal,Troyes,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Manuel Jorge Domínguez[8],ESP,1987,9,7
8,7/8/1987,206,Troyes,Épinay-sous-Sénart,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jean-Paul van Poppel,NED,1987,24,8
9,7/9/1987,260,Orléans,Renazé,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Adrie van der Poel,NED,1987,24,9
10,7/10/1987,87,Saumur,Futuroscope,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Stephen Roche,IRE,1987,16,10
11,7/11/1987,206,Poitiers,Chaumeil,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Martial Gayant,FRA,1987,11,11
12,7/12/1987,228,Brive,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Davis Phinney,USA,1987,36,12
13,7/13/1987,219,Bayonne,Pau,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Erik Breukink,NED,1987,24,13
14,7/14/1987,166,Pau,Luz Ardiden,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dag Otto Lauritzen,NOR,1987,25,14
15,7/15/1987,164,Tarbes,Blagnac,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rolf Gölz,GER,1987,15,15
16,7/16/1987,216,Blagnac,Millau,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Régis Clère,FRA,1987,11,16
17,7/17/1987,239,Millau,Avignon,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jean-Paul van Poppel,NED,1987,24,17
18,7/19/1987,37,Carpentras,Mont Ventoux,Mountain time trial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Jean-François Bernard,FRA,1987,11,18
19,7/20/1987,185,Valréas,Villard-de-Lans,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Pedro Delgado,ESP,1987,9,19
20,7/21/1987,201,Villard-de-Lans,Alpe d'Huez,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Federico Echave,ESP,1987,9,20
21,7/22/1987,185,Le Bourg-d'Oisans,La Plagne,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Laurent Fignon,FRA,1987,11,21
22,7/23/1987,186,La Plagne,Morzine,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Eduardo Chozas,ESP,1987,9,22
23,7/24/1987,225,Saint-Julien-en-Genevois,Dijon,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Régis Clère,FRA,1987,11,23
24,7/25/1987,38,Dijon,Dijon,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Jean-François Bernard,FRA,1987,11,24
25,7/26/1987,192,Créteil,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jeff Pierce,USA,1987,36,25
1,7/4/1988,92,Pontchâteau,Machecoul,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Steve Bauer,CAN,1988,,1
2,7/4/1988,48,La Haie-Fouassière,Ancenis,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Panasonic–Isostar–Colnago–Agu,,1988,,2
3,7/5/1988,213,Nantes,Le Mans,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jean-Paul van Poppel,NED,1988,24,3
4,7/6/1988,158,Le Mans,Évreux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Acácio da Silva,POR,1988,27,4
5,7/7/1988,148,Neufchâtel-en-Bray,Liévin,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jelle Nijdam,NED,1988,24,5
6,7/8/1988,52,Liévin,Wasquehal,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Sean Yates,GBR,1988,13,6
7,7/9/1988,225,Wasquehal,Reims,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Valerio Tebaldi,ITA,1988,18,7
8,7/10/1988,219,Reims,Nancy,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rolf Gölz,GER,1988,15,8
9,7/11/1988,161,Nancy,Strasbourg,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jérôme Simon,FRA,1988,11,9
10,7/12/1988,149,Belfort,Besançon,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jean-Paul van Poppel,NED,1988,24,10
11,7/13/1988,232,Besançon,Morzine,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fabio Parra,COL,1988,6,11
12,7/14/1988,227,Morzine,Alpe d'Huez,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Steven Rooks,NED,1988,24,12
13,7/15/1988,38,Grenoble,Villard-de-Lans,Mountain time trial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Pedro Delgado,ESP,1988,9,13
14,7/17/1988,163,Blagnac,Guzet-Neige,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Massimo Ghirotto,ITA,1988,18,14
15,7/18/1988,187,Saint-Girons,Luz Ardiden,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Laudelino Cubino,ESP,1988,9,15
16,7/19/1988,35,Luz Ardiden,Pau,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Adrie van der Poel,NED,1988,24,16
17,7/19/1988,198,Pau,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jean-Paul van Poppel,NED,1988,24,17
18,7/20/1988,94,Ruelle-sur-Touvre,Limoges,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gianni Bugno,ITA,1988,18,18
19,7/21/1988,188,Limoges,Puy de Dôme,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnny Weltz,DEN,1988,8,19
20,7/22/1988,223,Clermont-Ferrand,Chalon-sur-Saône,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Thierry Marie,FRA,1988,11,20
21,7/23/1988,46,Santenay,Santenay,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Juan Martinéz,ESP,1988,9,21
22,7/24/1988,173,Nemours,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jean-Paul van Poppel,NED,1988,24,22
1,7/2/1989,135.5,Luxembourg City,Luxembourg City,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Acácio da Silva,POR,1989,27,1
2,7/2/1989,46,Luxembourg City,Luxembourg City,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Super U–Raleigh–Fiat,,1989,,2
3,7/3/1989,241,Luxembourg City,Spa,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Raúl Alcalá,MEX,1989,23,3
4,7/4/1989,255,Liège,Wasquehal,Flat cobblestone stage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jelle Nijdam,NED,1989,24,4
5,7/6/1989,73,Dinard,Rennes,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Greg LeMond,USA,1989,36,5
6,7/7/1989,259,Rennes,Futuroscope,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Joël Pelier,FRA,1989,11,6
7,7/8/1989,258.5,Poitiers,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Etienne De Wilde,BEL,1989,3,7
8,7/9/1989,157,Labastide-d'Armagnac,Pau,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Martin Earley,IRE,1989,16,8
9,7/10/1989,147,Pau,Cauterets,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Miguel Induráin,ESP,1989,9,9
10,7/11/1989,136,Cauterets,Superbagnères,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Robert Millar,GBR,1989,13,10
11,7/12/1989,158.5,Luchon,Blagnac,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mathieu Hermans,NED,1989,24,11
12,7/13/1989,242,Toulouse,Montpellier,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Valerio Tebaldi,ITA,1989,18,12
13,7/14/1989,179,Montpellier,Marseille,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Vincent Barteau,FRA,1989,11,13
14,7/15/1989,240,Marseille,Gap,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jelle Nijdam,NED,1989,24,14
15,7/16/1989,39,Gap,Orcières-Merlette,Mountain time trial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Steven Rooks,NED,1989,24,15
16,7/18/1989,175,Gap,Briançon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Pascal Richard,SUI,1989,31,16
17,7/19/1989,165,Briançon,Alpe d'Huez,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Gert-Jan Theunisse,NED,1989,24,17
18,7/20/1989,91.5,Le Bourg-d'Oisans,Villard-de-Lans,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Laurent Fignon,FRA,1989,11,18
