stage,date,distance,origin,destination,type,flat_cobblestone,flat,half,high_mountain,hilly,individual_time_trial,intermediate,medium_mountain,mountain,mountain_time,plain,plain_with_cobble,stage_with_mountain,team_time_trial,transition,winner,winner_country,year,country_code,stage_2
15,7/17/1973,137,Pau,Fleurance,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Wilfried David,BEL,1973,3,15
17,7/19/1973,248,Sainte-Foy-la-Grande,Brive-la-Gaillarde,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Claude Tollet,FRA,1973,11,17
18,7/20/1973,216.5,Brive-la-Gaillarde,Puy de Dôme,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Luis Ocaña,ESP,1973,9,18
19,7/21/1973,233.5,Bourges,Versailles,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Barry Hoban,GBR,1973,13,19
1,6/28/1974,144,Brest,Saint-Pol-de-Léon,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ercole Gualazzini,ITA,1974,18,1
2,6/29/1974,164,Plymouth,Plymouth,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Henk Poppe,NED,1974,24,2
3,6/30/1974,190,Morlaix,Saint-Malo,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Patrick Sercu,BEL,1974,3,3
4,7/1/1974,184,Saint-Malo,Caen,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Patrick Sercu,BEL,1974,3,4
5,7/2/1974,165,Caen,Dieppe,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ronald de Witte,BEL,1974,3,5
7,7/4/1974,221,Mons,Châlons-sur-Marne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eddy Merckx,BEL,1974,3,7
9,7/6/1974,241,Besançon,Gaillard,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Eddy Merckx,BEL,1974,3,9
10,7/7/1974,131,Gaillard,Aix-les-Bains,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Eddy Merckx,BEL,1974,3,10
11,7/8/1974,199,Aix-les-Bains,Serre Chevalier,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vicente Lopez Carril,ESP,1974,9,11
12,7/10/1974,231,Savines-le-Lac,Orange,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jos Spruyt,BEL,1974,3,12
13,7/11/1974,126,Avignon,Montpellier,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Barry Hoban,GBR,1974,13,13
14,7/12/1974,249,Lodève,Colomiers,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jean-Pierre Genet,FRA,1974,11,14
15,7/14/1974,225,Colomiers,La Seu d'Urgell,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Eddy Merckx,BEL,1974,3,15
16,7/15/1974,209,La Seu d'Urgell,Saint-Lary-Soulan Pla d'Adet,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Raymond Poulidor,FRA,1974,11,16
17,7/16/1974,119,Saint-Lary-Soulan,La Mongie,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jean-Pierre Danguillaume,FRA,1974,11,17
18,7/17/1974,141,Bagnères-de-Bigorre,Pau,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jean-Pierre Danguillaume,FRA,1974,11,18
20,7/19/1974,120,Saint-Gilles-Croix-de-Vie,Nantes,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gerard Vianen,NED,1974,24,20
22,7/21/1974,146,Orléans,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eddy Merckx,BEL,1974,3,22
2,6/28/1975,121,Roubaix,Amiens,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ronald de Witte,BEL,1975,3,2
3,6/29/1975,170,Amiens,Versailles,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Karel Rottiers,BEL,1975,3,3
4,6/30/1975,223,Versailles,Le Mans,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jacques Esclassan,FRA,1975,11,4
5,7/2/1975,222,Sablé-sur-Sarthe,Merlin-Plage,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Theo Smit,NED,1975,24,5
6,7/2/1975,16,Merlin-Plage,Merlin-Plage,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eddy Merckx,BEL,1975,3,6
7,7/3/1975,236,Saint-Gilles-Croix-de-Vie,Angoulême,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Francesco Moser,ITA,1975,18,7
8,7/4/1975,134,Angoulême,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Barry Hoban,GBR,1975,13,8
10,7/7/1975,206,Auch,Pau,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Felice Gimondi,ITA,1975,18,10
11,7/8/1975,160,Pau,Saint-Lary-Soulan Pla d'Adet,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Joop Zoetemelk,NED,1975,24,11
12,7/9/1975,242,Tarbes,Albi,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gerrie Knetemann,NED,1975,24,12
13,7/10/1975,260,Albi,Super-Lioran,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Michel Pollentier,BEL,1975,3,13
14,7/11/1975,174,Aurillac,Puy de Dôme,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lucien Van Impe,BEL,1975,3,14
15,7/13/1975,217,Nice,Pra-Loup,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bernard Thévenet,FRA,1975,11,15
16,7/14/1975,107,Barcelonnette,Serre Chevalier,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bernard Thévenet,FRA,1975,11,16
17,7/15/1975,225,Valloire,Morzine Avoriaz,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vicente Lopez-Carril,ESP,1975,9,17
18,7/16/1975,40,Morzine,Châtel,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Lucien Van Impe,BEL,1975,3,18
19,7/17/1975,229,Thonon-les-Bains,Chalon-sur-Saône,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rik Van Linden,BEL,1975,3,19
20,7/18/1975,256,Pouilly-en-Auxois,Melun,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Giacinto Santambrogio,ITA,1975,18,20
21,7/19/1975,220,Melun,Senlis,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rik Van Linden,BEL,1975,3,21
22,7/20/1975,164,Paris,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Walter Godefroot,BEL,1975,3,22
1,6/25/1976,173,Saint-Jean-de-Monts,Angers,Flat Stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Freddy Maertens,BEL,1976,3,1
2,6/26/1976,237,Angers,Caen,Flat Stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Giovanni Battaglin,ITA,1976,18,2
3,6/27/1976,37,Le Touquet-Paris-Plage,Le Touquet-Paris-Plage,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Freddy Maertens,BEL,1976,3,3
4,6/28/1976,258,Le Touquet-Paris-Plage,Bornem,Flat Stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hennie Kuiper,NED,1976,24,4
6,6/30/1976,209,Bastogne,Nancy,Flat Stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Aldo Parecchini,ITA,1976,18,6
7,7/1/1976,206,Nancy,Mulhouse,Flat Stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Freddy Maertens,BEL,1976,3,7
8,7/2/1976,220,Valentigney,Divonne-les-Bains,Flat Stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Jacques Esclassan,FRA,1976,11,8
9,7/4/1976,258,Divonne-les-Bains,Alpe d'Huez,Mountain Stage,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Joop Zoetemelk,NED,1976,24,9
10,7/5/1976,166,Le Bourg-d'Oisans,Montgenèvre,Mountain Stage,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Joop Zoetemelk,NED,1976,24,10
11,7/6/1976,224,Montgenèvre,Manosque,Mountain Stage,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,José-Luis Viejo,ESP,1976,9,11
12,7/8/1976,205,Le Barcarès,Pyrénées 2000,Mountain Stage,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Raymond Delisle,FRA,1976,11,12
13,7/9/1976,188,Font-Romeu-Odeillo-Via,Saint-Gaudens,Mountain Stage,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Willy Teirlinck[8],BEL,1976,3,13
14,7/10/1976,139,Saint-Gaudens,Saint-Lary-Soulan,Mountain Stage,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lucien Van Impe,BEL,1976,3,14
15,7/11/1976,195,Saint-Lary-Soulan,Pau,Mountain Stage,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Wladimiro Panizza,ITA,1976,18,15
16,7/12/1976,152,Pau,Fleurance,Flat Stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Michel Pollentier,BEL,1976,3,16
17,7/13/1976,39,Fleurance,Auch,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Ferdinand Bracke,BEL,1976,3,17
19,7/15/1976,220,Sainte-Foy-la-Grande,Tulle,Flat Stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hubert Mathis,FRA,1976,11,19
20,7/16/1976,220,Tulle,Puy de Dôme,Mountain Stage,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Joop Zoetemelk,NED,1976,24,20
21,7/17/1976,145,Montargis,Versailles,Flat Stage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Freddy Maertens,BEL,1976,3,21
1,7/1/1977,237,Fleurance,Auch,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pierre-Raymond Villemiane,FRA,1977,11,1
2,7/2/1977,253,Auch,Pau,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dietrich Thurau,FRG,1977,12,2
3,7/3/1977,248,Oloron-Sainte-Marie,Vitoria-Gasteiz,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,José Nazabal,ESP,1977,9,3
4,7/4/1977,256,Vitoria-Gasteiz,Seignosse le Penon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Régis Delépine,FRA,1977,11,4
6,7/7/1977,225,Bordeaux,Limoges,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jan Raas,NED,1977,24,6
8,7/9/1977,247,Angers,Lorient,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Giacinto Santambrogio,ITA,1977,18,8
9,7/10/1977,187,Lorient,Rennes,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Klaus-Peter Thaler,FRG,1977,12,9
10,7/11/1977,174,Bagnoles-de-l'Orne,Rouen,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fedor den Hertog,NED,1977,24,10
11,7/12/1977,242,Rouen,Roubaix,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jean-Pierre Danguillaume,FRA,1977,11,11
12,7/13/1977,193,Roubaix,Charleroi,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Patrick Sercu,BEL,1977,3,12
14,7/16/1977,230,Besançon,Thonon-les-Bains,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bernard Quilfen,FRA,1977,11,14
16,7/18/1977,121,Morzine,Chamonix,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dietrich Thurau,FRG,1977,12,16
17,7/19/1977,185,Chamonix,Alpe d'Huez,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Hennie Kuiper,NED,1977,24,17
18,7/20/1977,199,Rossignol Voiron,Saint-Étienne,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,no winner,,1977,,18
19,7/21/1977,172,Saint-Trivier-sur-Moignans,Dijon,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gerrie Knetemann,NED,1977,24,19
20,7/22/1977,50,Dijon,Dijon,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bernard Thévenet,FRA,1977,11,20
21,7/23/1977,142,Montereau-Fault-Yonne,Versailles,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gerrie Knetemann,NED,1977,24,21
2,7/1/1978,199,Brussels,Saint-Amand-les-Eaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jacques Esclassan,FRA,1978,11,2
3,7/2/1978,244,Saint-Amand-les-Eaux,Saint-Germain-en-Laye,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Klaus-Peter Thaler,GER,1978,15,3
4,7/3/1978,153,Évreux,Caen,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TI–Raleigh–McGregor,,1978,,4
5,7/4/1978,244,Caen,Mazé-Montgeoffroy,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Freddy Maertens,BEL,1978,3,5
6,7/5/1978,162,Mazé-Montgeoffroy,Poitiers,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sean Kelly,IRE,1978,16,6
7,7/6/1978,242,Poitiers,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Freddy Maertens,BEL,1978,3,7
8,7/7/1978,59,Saint-Émilion,Sainte-Foy-la-Grande,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bernard Hinault,FRA,1978,11,8
9,7/8/1978,233,Bordeaux,Biarritz,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Miguel Maria Lasa,ESP,1978,9,9
10,7/10/1978,192,Biarritz,Pau,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Henk Lubberding,NED,1978,24,10
11,7/11/1978,161,Pau,Saint-Lary-Soulan Pla d'Adet,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Mariano Martínez,FRA,1978,11,11
13,7/13/1978,221,Figeac,Super Besse,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Paul Wellens,BEL,1978,3,13
14,7/14/1978,52,Besse-en-Chandesse,Puy de Dôme,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Joop Zoetemelk,NED,1978,24,14
15,7/15/1978,196,Saint-Dier-d'Auvergne,Saint-Étienne,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bernard Hinault,FRA,1978,11,15
16,7/16/1978,241,St-Étienne,Alpe d'Huez,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Hennie Kuiper,NED,1978,24,16
17,7/18/1978,225,Grenoble,Morzine,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Christian Seznec,FRA,1978,11,17
18,7/19/1978,137,Morzine,Lausanne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gerrie Knetemann,NED,1978,24,18
19,7/20/1978,182,Lausanne,Belfort,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Marc Demeyer,BEL,1978,3,19
20,7/21/1978,72,Metz,Nancy,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bernard Hinault,FRA,1978,11,20
21,7/22/1978,207,Epernay,Senlis,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jan Raas,NED,1978,24,21
22,7/23/1978,162,Saint Germain en Laye,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gerrie Knetemann,NED,1978,24,22
1,6/28/1979,225,Fleurance,Luchon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,René Bittinger,FRA,1979,11,1
2,6/29/1979,24,Luchon,Superbagnères,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bernard Hinault,FRA,1979,11,2
3,6/30/1979,180,Luchon,Pau,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bernard Hinault,FRA,1979,11,3
4,7/1/1979,87,Captieux,Bordeaux,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TI–Raleigh–McGregor,,1979,,4
5,7/2/1979,145,Neuville-de-Poitou,Angers,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jan Raas,NED,1979,24,5
6,7/3/1979,239,Angers,Saint-Brieuc,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jos Jacobs,BEL,1979,3,6
7,7/4/1979,158,Saint-Hilaire-du-Harcouët,Deauville,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Leo van Vliet,NED,1979,24,7
8,7/5/1979,90,Deauville,Le Havre,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TI–Raleigh–McGregor,,1979,,8
9,7/6/1979,201,Amiens,Roubaix,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ludo Delcroix,BEL,1979,3,9
10,7/7/1979,124,Roubaix,Brussels,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jo Maas,NED,1979,24,10
11,7/8/1979,33,Brussels,Brussels,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bernard Hinault,FRA,1979,11,11
12,7/9/1979,193,Rochefort,Metz,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Christian Seznec,FRA,1979,11,12
13,7/10/1979,202,Metz,Ballon d'Alsace,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pierre-Raymond Villemiane,FRA,1979,11,13
14,7/11/1979,248,Belfort,Évian-les-Bains,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Marc Demeyer,BEL,1979,3,14
15,7/12/1979,54,Évian-les-Bains,Morzine Avoriaz,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bernard Hinault,FRA,1979,11,15
16,7/13/1979,201,Morzine Avoriaz,Les Menuires,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lucien Van Impe,BEL,1979,3,16
17,7/15/1979,167,Les Menuires,Alpe d'Huez,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Joaquim Agostinho,POR,1979,27,17
18,7/16/1979,119,Alpe d'Huez,Alpe d'Huez,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Joop Zoetemelk,NED,1979,24,18
19,7/17/1979,162,Alpe d'Huez,Saint-Priest,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dietrich Thurau,GER,1979,15,19
20,7/18/1979,240,Saint-Priest,Dijon,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Serge Parsani,ITA,1979,18,20
21,7/19/1979,49,Dijon,Dijon,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bernard Hinault,FRA,1979,11,21
22,7/20/1979,189,Dijon,Auxerre,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gerrie Knetemann,NED,1979,24,22
23,7/21/1979,205,Auxerre,Nogent-sur-Marne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bernard Hinault,FRA,1979,11,23
24,7/22/1979,180,Le Perreux-sur-Marne,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bernard Hinault,FRA,1979,11,24
2,6/28/1980,276,Frankfurt,Metz,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rudy Pevenage,BEL,1980,3,2
3,6/29/1980,282,Metz,Liège,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Henk Lubberding,NED,1980,24,3
4,6/30/1980,35,Spa,Spa,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bernard Hinault,FRA,1980,11,4
5,7/1/1980,249,Liège,Lille,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bernard Hinault,FRA,1980,11,5
6,7/2/1980,216,Lille,Compiègne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jean-Louis Gauthier,FRA,1980,11,6
8,7/4/1980,164,Flers,Saint-Malo,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bert Oosterbosch,NED,1980,24,8
9,7/6/1980,205,Saint-Malo,Nantes,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jan Raas,NED,1980,24,9
10,7/7/1980,163,Rochefort,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cees Priem,NED,1980,24,10
11,7/8/1980,52,Damazan,Laplume,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Joop Zoetemelk,NED,1980,24,11
12,7/9/1980,194,Agen,Pau,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gerrie Knetemann,NED,1980,24,12
13,7/10/1980,200,Pau,Bagnères-de-Luchon,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Raymond Martin,FRA,1980,11,13
14,7/11/1980,189,Lézignan-Corbières,Montpellier,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ludo Peeters,BEL,1980,3,14
15,7/12/1980,160,Montpellier,Martigues,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bernard Vallet,FRA,1980,11,15
16,7/13/1980,209,Trets,Pra-Loup,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jos De Schoenmaecker,BEL,1980,3,16
17,7/14/1980,242,Serre Chevalier,Morzine,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Mariano Martínez,FRA,1980,11,17
18,7/16/1980,199,Morzine,Prapoutel,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Ludo Loos,BEL,1980,3,18
19,7/17/1980,140,Voreppe,Saint-Étienne,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sean Kelly,IRE,1980,16,19
20,7/18/1980,34,Saint-Étienne,Saint-Étienne,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Joop Zoetemelk,NED,1980,24,20
21,7/19/1980,208,Auxerre,Fontenay-sous-Bois,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sean Kelly,IRE,1980,16,21
22,7/20/1980,186,Fontenay-sous-Bois,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pol Verschuere,BEL,1980,3,22
2,6/27/1981,254,Nice,Martigues,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Johan van der Velde,NED,1981,24,2
3,6/28/1981,232,Martigues,Narbonne,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Freddy Maertens,BEL,1981,3,3
4,6/29/1981,77,Narbonne,Carcassonne,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TI–Raleigh–Creda,,1981,,4
5,6/30/1981,117,Saint-Gaudens,Pla d'Adet,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lucien Van Impe,BEL,1981,3,5
6,7/1/1981,27,Nay,Pau,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bernard Hinault,FRA,1981,11,6
7,7/2/1981,227,Pau,Bordeaux,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Urs Freuler,SUI,1981,31,7
8,7/3/1981,182,Rochefort,Nantes,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ad Wijnands,NED,1981,24,8
9,7/5/1981,197,Nantes,Le Mans,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,René Martens,BEL,1981,3,9
10,7/6/1981,264,Le Mans,Aulnay-sous-Bois,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ad Wijnands,NED,1981,24,10
11,7/7/1981,246,Compiègne,Roubaix,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Daniel Willems,BEL,1981,3,11
13,7/9/1981,157,Beringen,Hasselt,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Freddy Maertens,BEL,1981,3,13
14,7/10/1981,38,Mulhouse,Mulhouse,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bernard Hinault,FRA,1981,11,14
15,7/11/1981,231,Besançon,Thonon-les-Bains,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sean Kelly,IRE,1981,16,15
16,7/12/1981,200,Thonon-les-Bains,Morzine,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Robert Alban,FRA,1981,11,16
17,7/14/1981,230,Morzine,Alpe d'Huez,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Peter Winnen,NED,1981,24,17
18,7/15/1981,134,Le Bourg-d'Oisans,Le Pleynet,Stage with mountain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bernard Hinault,FRA,1981,11,18
19,7/16/1981,118,Veurey,Saint-Priest,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Daniel Willems,BEL,1981,3,19
20,7/17/1981,46,Saint-Priest,Saint-Priest,Individual time trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bernard Hinault,FRA,1981,11,20
21,7/18/1981,207,Auxerre,Fontenay-sous-Bois,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Johan van der Velde,NED,1981,24,21
22,7/19/1981,187,Fontenay-sous-Bois,Paris,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Freddy Maertens,BEL,1981,3,22
1,7/3/1982,207,Basel,Möhlin,Hilly stage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ludo Peeters,BEL,1982,3,1
2,7/4/1982,250,Basel,Nancy,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phil Anderson,AUS,1982,1,2
3,7/5/1982,134,Nancy,Longwy,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Daniel Willems,BEL,1982,3,3
4,7/6/1982,219,Beauraing,Mouscron,Plain stage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gerrie Knetemann,NED,1982,24,4
5,7/7/1982,73,Orchies,Fontaine-au-Pire,Team time trial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cancelled and replaced by stage 9a,,1982,,5
